City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,belabo,4.9333,13.3,300.14,79,66,0.58,CM,1690458141
83,sinabang,2.4803,96.3801,301.23,74,75,1.74,ID,1690457856
84,port lincoln,-34.7333,135.8667,287.42,83,84,5.46,AU,1690458092
85,dessalines,19.2833,-72.5,298.83,74,100,1.44,HT,1690458141
86,kone,-21.0595,164.8658,291.83,68,74,2.7,NC,1690458142
87,bilibino,68.0546,166.4372,281.25,86,95,2.31,RU,1690457675
88,sayat,38.7839,63.8803,314.08,11,27,10.84,TM,1690458142
89,hammerfest,70.6634,23.6821,287.4,72,75,4.12,NO,1690458143
90,alzamay,55.5562,98.6644,294.59,69,59,0.66,RU,1690458143
91,stornoway,58.2093,-6.3865,289.28,86,75,3.09,GB,1690458143
92,geesthacht,53.4333,10.3667,292.25,93,100,0.45,DE,1690458143
93,stanley,54.868,-1.6985,290.81,92,75,1.03,GB,1690457686
94,bethal,-26.4579,29.4655,295.68,27,0,3.59,ZA,1690458144
95,carnarvon,-24.8667,113.6333,290.58,58,0,6.65,AU,1690457638
96,tosontsengel,48.7567,98.2839,289.6,73,87,1.33,MN,1690458145
97,capitao poco,-1.7464,-47.0594,299.74,80,14,3.84,BR,1690458145
98,hasaki,35.7333,140.8333,301.65,78,3,5.26,JP,1690458145
99,dryden,49.7833,-92.7503,291.31,94,20,2.57,CA,1690457990
100,edinburgh of the seven seas,-37.0676,-12.3116,283.61,56,84,8.14,SH,1690457693
101,charters towers,-20.1,146.2667,288.36,88,33,3.74,AU,1690458146
102,jiazi,22.8779,116.067,300.93,84,99,0.96,CN,1690458146
103,kailua-kona,19.6406,-155.9956,300.7,84,100,3.6,US,1690458147
104,keflavik,64.0049,-22.5624,287.1,66,75,6.69,IS,1690457965
105,port elizabeth,-33.918,25.5701,293.2,63,40,3.09,ZA,1690458147
106,bandar lampung,-5.4254,105.258,297.34,84,99,1.98,ID,1690458148
107,jumla,29.2747,82.1838,293.33,85,94,2.07,NP,1690457944
108,hradyz'k,49.2346,33.1361,298.59,61,100,4.16,UA,1690458149
109,lashio,22.9333,97.75,295.77,97,100,0.35,MM,1690458149
110,lazaro cardenas,17.9583,-102.2,298.79,84,100,2.52,MX,1690457721
111,georgetown,5.4112,100.3354,305.11,73,20,3.6,MY,1690457457
112,champerico,14.3,-91.9167,297.18,85,23,1.73,GT,1690458150
113,whitehorse,60.7161,-135.0538,286.93,85,75,3.09,CA,1690457726
114,qaqortoq,60.7167,-46.0333,279.82,80,98,2.72,GL,1690457929
115,wanning,18.8003,110.3967,302.08,82,100,2.82,CN,1690458151
116,katsuura,35.1333,140.3,298.05,85,5,3.24,JP,1690458151
117,ajaccio,42.0,8.9167,299.18,54,0,6.17,FR,1690458116
118,vorgashor,67.5833,63.95,292.03,72,96,2.34,RU,1690458041
119,al burayqah,30.4062,19.5739,300.94,86,0,7.85,LY,1690457973
120,enewetak,11.3474,162.3373,301.5,80,100,6.86,MH,1690457748
121,martinho campos,-19.3317,-45.2369,295.65,58,0,1.36,BR,1690458153
122,senanga,-16.1167,23.2667,304.26,15,1,2.06,ZM,1690458153
123,hithadhoo,-0.6,73.0833,301.88,77,16,6.1,MV,1690458085
124,udachny,66.4167,112.4,290.0,56,100,1.56,RU,1690457911
125,augusto correa,-1.0217,-46.635,300.95,77,24,2.77,BR,1690458054
126,taulaga,-11.0553,-171.0883,300.67,73,87,7.37,AS,1690458154
127,ust-nera,64.5667,143.2,282.42,74,62,2.05,RU,1690457658
128,montepuez,-13.1256,38.9997,302.06,25,4,2.97,MZ,1690458155
129,dunedin,-45.8742,170.5036,279.71,81,100,1.79,NZ,1690457998
130,zouerate,22.7187,-12.4521,309.45,13,36,9.07,MR,1690458155
131,minab,27.1467,57.0801,309.5,51,39,8.34,IR,1690457990
132,tadine,-21.55,167.8833,292.58,65,100,7.82,NC,1690458088
133,tolanaro,-25.0319,46.9987,296.19,53,40,5.14,MG,1690458156
134,kuanda,56.3161,116.0806,292.5,89,98,2.21,RU,1690458156
135,codrington,-38.2667,141.9667,285.33,94,98,6.87,AU,1690457928
136,la junta,37.985,-103.5438,294.31,73,0,3.6,US,1690458124
137,bima,-8.4667,118.7167,296.56,77,66,2.81,ID,1690458157
138,kayangel,8.0823,134.7173,299.27,89,100,12.42,PW,1690458043
139,jayapura,-2.5333,140.7,299.81,89,94,3.04,ID,1690458049
140,port alfred,-33.5906,26.891,293.25,69,31,1.79,ZA,1690458034
141,xining,36.6167,101.7667,291.92,64,89,1.23,CN,1690458158
142,uturoa,-16.7333,-151.4333,298.63,84,49,3.62,PF,1690458159
143,luwuk,-0.9516,122.7875,298.22,90,55,1.72,ID,1690458159
144,vizianagaram,18.1167,83.4167,302.88,77,53,2.66,IN,1690458159
145,sterling,39.0062,-77.4286,299.56,84,75,3.6,US,1690457976
146,kavieng,-2.5744,150.7967,300.77,82,56,5.02,PG,1690458160
147,carolina beach,34.0352,-77.8936,299.34,96,50,1.18,US,1690458160
148,fort bragg,35.139,-79.006,298.61,94,0,2.06,US,1690457565
149,nalut,30.3333,10.85,313.9,13,0,2.49,LY,1690458161
150,talnakh,69.4865,88.3972,300.49,45,78,4.15,RU,1690457758
151,itaituba,-4.2761,-55.9836,299.24,89,0,0.0,BR,1690458061
152,walvis bay,-22.9575,14.5053,285.98,60,2,5.0,NA,1690458163
153,colares,38.7992,-9.4469,296.69,65,75,13.41,PT,1690458163
154,sfax,34.7406,10.7603,304.23,45,0,5.14,TN,1690458164
155,chipinge,-20.1883,32.6236,297.67,30,0,2.56,ZW,1690458164
156,thompson,55.7435,-97.8558,282.24,93,100,5.66,CA,1690457715
157,gonabad,34.3529,58.6837,312.19,15,0,3.09,IR,1690458164
158,kirs,59.3388,52.2447,296.57,89,65,4.15,RU,1690458165
159,kattivakkam,13.2167,80.3167,308.2,58,92,7.39,IN,1690458165
160,mizdah,31.4451,12.9801,311.08,15,0,2.08,LY,1690458166
161,abadan,30.3392,48.3043,321.12,8,0,7.2,IR,1690458166
162,ghanzi,-21.5667,21.7833,300.34,19,0,4.79,BW,1690458166
163,cabo san lucas,22.8909,-109.9124,301.77,78,83,2.24,MX,1690457615
164,makoua,0.0069,15.6333,309.78,35,32,0.6,CG,1690458167
165,weno,7.4515,151.8468,301.48,76,91,5.74,FM,1690457892
166,igarka,67.4667,86.5833,301.23,47,5,3.45,RU,1690458168
167,zaraza,9.3503,-65.3245,298.16,90,67,1.98,VE,1690458168
168,vadso,70.0744,29.7487,291.64,82,20,3.09,NO,1690457875
169,ati,13.2154,18.3353,306.03,43,100,4.2,TD,1690458169
170,itoman,26.1247,127.6694,302.16,84,75,7.72,JP,1690458169
171,nova sintra,14.8667,-24.7167,296.43,83,28,4.52,CV,1690457865
172,rawson,-43.3002,-65.1023,277.16,73,100,3.35,AR,1690458049
173,midvagur,62.0511,-7.1939,283.61,81,100,5.66,FO,1690458170
174,badger,64.8,-147.5333,292.32,85,0,2.06,US,1690457947
175,chonchi,-42.6128,-73.8092,280.99,99,100,1.71,CL,1690458171
176,crateus,-5.1783,-40.6775,301.45,42,0,4.03,BR,1690458171
177,chingirlau,51.095,54.0814,307.22,25,9,3.59,KZ,1690458171
178,calingasta,-31.3308,-69.4078,281.74,39,48,1.14,AR,1690458172
179,argo,37.6333,22.7333,307.47,25,0,4.23,GR,1690457727
180,tual,-5.6667,132.75,299.48,85,50,9.54,ID,1690458172
181,conceicao do araguaia,-8.2578,-49.2647,302.65,29,0,2.58,BR,1690458173
182,turpan,42.9333,89.1667,319.76,9,0,2.2,CN,1690458173
183,vilyuchinsk,52.9306,158.4028,285.3,95,99,0.93,RU,1690457659
184,hermanus,-34.4187,19.2345,291.93,63,7,4.05,ZA,1690457898
185,margaret river,-33.95,115.0667,286.88,69,98,6.54,AU,1690457782
186,hamilton,39.1834,-84.5333,298.6,85,20,3.09,US,1690457635
187,smithers,54.7804,-127.1743,280.33,100,0,0.0,CA,1690458176
188,meybod,32.2501,54.0166,315.16,6,6,3.95,IR,1690458176
189,flying fish cove,-10.4217,105.6791,297.97,88,100,5.14,CX,1690457828
190,labytnangi,66.6572,66.4183,295.3,68,73,1.09,RU,1690457754
191,kidal,18.4411,1.4078,314.34,16,93,4.0,ML,1690458177
192,edd,13.9297,41.6925,309.41,52,34,6.9,ER,1690458177
193,santanyi,39.3546,3.1291,305.27,37,3,5.97,ES,1690458178
194,nemuro,43.3236,145.575,290.49,98,94,1.43,JP,1690458178
195,caleta de carquin,-11.0925,-77.6267,292.04,81,66,5.19,PE,1690458178
196,arraial do cabo,-22.9661,-42.0278,296.07,83,0,4.12,BR,1690457996
197,sitka,57.0531,-135.33,288.09,88,100,0.0,US,1690458179
198,bani walid,31.7566,13.9942,310.77,21,0,4.1,LY,1690458180
199,labrador city,52.9463,-66.9114,285.1,71,40,5.14,CA,1690457731
200,bonga,7.2833,36.2333,292.68,96,90,1.03,ET,1690458181
201,kerema,-7.9631,145.7785,298.07,90,93,4.36,PG,1690457891
202,alice springs,-23.7,133.8833,291.9,68,100,2.57,AU,1690457915
203,vuktyl,63.8567,57.3094,297.86,38,59,3.61,RU,1690458052
204,aksaray,38.3726,34.0254,309.22,9,0,3.62,TR,1690458184
205,phan rang-thap cham,11.5667,108.9833,300.73,79,100,3.53,VN,1690458184
206,stephenville,32.2207,-98.2023,299.22,63,0,2.57,US,1690458187
207,sinop,41.7711,34.8709,298.39,86,1,6.48,TR,1690458187
208,lebu,-37.6167,-73.65,282.85,88,100,2.78,CL,1690457817
209,cam ranh,11.9214,109.1591,302.13,84,40,2.06,VN,1690458188
210,cannonvale,-20.2833,148.7,293.81,89,62,2.23,AU,1690458189
211,antsiranana,-12.2787,49.2917,301.0,52,48,9.08,MG,1690458189
212,camilla,31.2313,-84.2105,298.88,80,33,1.87,US,1690458144
213,adel,31.1371,-83.4235,297.52,99,20,1.38,US,1690457999
214,happy valley-goose bay,53.3168,-60.3315,289.32,94,100,3.09,CA,1690458190
215,saudarkrokur,65.7461,-19.6394,284.72,70,15,4.27,IS,1690458191
216,mugia,43.1041,-9.2179,296.43,84,41,6.76,ES,1690458001
217,puerto baquerizo moreno,-0.9,-89.6,297.18,80,91,6.98,EC,1690458192
218,kavaratti,10.5669,72.642,301.54,76,100,6.31,IN,1690457630
219,pohang,36.0322,129.365,300.69,81,32,1.26,KR,1690458194
220,nizhyn,51.048,31.8869,294.51,80,100,5.6,UA,1690458194
221,papao,-17.75,-149.55,296.97,81,80,2.79,PF,1690458194
222,avanigadda,16.0215,80.9181,304.79,76,99,5.73,IN,1690458195
223,huarmey,-10.0681,-78.1522,292.64,82,40,3.55,PE,1690458195
224,bonthe,7.5264,-12.505,300.72,77,77,4.63,SL,1690458195
225,kupang,-10.1667,123.5833,297.53,76,7,8.89,ID,1690458196
226,bouznika,33.7894,-7.1597,300.01,53,40,3.09,MA,1690458196
227,mangrol,21.1167,70.1167,301.43,81,88,8.8,IN,1690458198
228,saint-francois,46.4154,3.9054,298.84,47,20,4.12,FR,1690458198
229,kapa'a,22.0752,-159.319,300.33,83,100,5.14,US,1690458199
230,rongelap,11.1635,166.8941,301.5,79,100,7.73,MH,1690457650
231,dukku,10.8231,10.7717,308.99,33,82,1.12,NG,1690458199
232,remire-montjoly,4.9167,-52.2667,299.17,94,0,0.51,GF,1690458200
233,alofi,-19.0595,-169.9187,293.09,88,100,1.54,NU,1690458200
234,haiku-pauwela,20.9219,-156.3051,297.06,87,0,8.75,US,1690458022
235,az zubayr,30.3945,47.7011,322.07,5,0,5.14,IQ,1690458201
236,yellowknife,62.456,-114.3525,288.46,63,20,2.57,CA,1690457760
237,chita,52.0333,113.55,291.09,82,40,2.0,RU,1690458108
238,sao jose da coroa grande,-8.8978,-35.1478,299.31,77,81,2.48,BR,1690458203
239,loikaw,19.6742,97.2094,296.92,86,88,2.82,MM,1690458204
240,takeo,10.9167,104.8333,301.43,68,99,6.74,KH,1690458204
241,shenkursk,62.1091,42.896,294.44,65,66,4.21,RU,1690458205
242,pisz,53.6274,21.8125,295.37,33,66,3.77,PL,1690458206
243,leua,48.2156,18.6071,297.87,39,56,4.58,SK,1690458206
244,playa del ingles,27.7567,-15.5787,299.48,60,7,3.13,ES,1690458206
245,santa ana,33.7456,-117.8678,298.07,82,0,0.0,US,1690457669
246,as sulayyil,20.4607,45.5779,319.29,7,31,5.2,SA,1690458209
247,toliara,-23.35,43.6667,294.92,50,0,2.96,MG,1690458209
248,tralee,52.2704,-9.7026,291.29,88,75,3.09,IE,1690457697
249,naracoorte,-36.9579,140.7383,284.91,93,100,4.91,AU,1690458210
250,maha sarakham,16.3333,103.6667,306.43,68,96,1.43,TH,1690458210
251,atafu village,-8.5421,-172.5159,301.46,76,48,6.88,TK,1690457873
252,khovd,48.0056,91.6419,301.54,23,81,1.35,MN,1690458211
253,kurchatov,51.6601,35.6521,302.38,39,57,6.91,RU,1690458211
254,sabang,5.8933,95.3214,301.41,80,48,9.62,ID,1690458212
255,kabwe,-14.4469,28.4464,299.66,23,0,3.47,ZM,1690458187
256,ar ruways,24.1103,52.7306,307.25,76,100,5.01,AE,1690458213
257,arklow,52.7931,-6.1414,293.75,83,100,1.84,IE,1690458213
258,miracema do tocantins,-9.5618,-48.3967,301.39,31,0,2.68,BR,1690458016
259,yima,34.7381,111.8839,301.04,57,100,2.43,CN,1690458214
260,mount gambier,-37.8333,140.7667,284.47,97,100,4.26,AU,1690457529
261,canas,10.4294,-85.0931,299.04,96,48,2.53,CR,1690458215
262,chauk,20.8833,94.8167,307.28,48,99,7.57,MM,1690458215
263,vila franca do campo,37.7167,-25.4333,299.37,77,66,4.86,PT,1690458215
264,daye,30.0833,114.95,302.5,74,7,2.34,CN,1690458216
265,shimoda,34.6667,138.95,298.76,88,76,1.87,JP,1690458216
266,magadi,12.9667,77.2333,299.29,77,100,7.47,IN,1690458217
267,kandyagash,49.4744,57.4233,304.74,29,5,5.01,KZ,1690458217
268,al ghayzah,16.2079,52.176,301.6,74,53,7.68,YE,1690457807
269,ta`u,-14.2336,-169.5144,299.27,68,100,6.49,AS,1690458218
270,gympie,-26.1898,152.665,288.53,75,93,1.18,AU,1690458218
271,sambava,-14.2667,50.1667,297.38,71,31,8.92,MG,1690458218
272,cuito,-12.3833,16.9333,300.63,19,41,2.74,AO,1690458219
273,kupino,54.3663,77.2981,293.75,74,100,4.05,RU,1690458219
274,saurimo,-9.6608,20.3916,305.51,14,30,2.46,AO,1690458219
275,gadzhiyevo,69.2551,33.3362,284.65,90,100,1.77,RU,1690458219
276,katsuren-haebaru,26.3369,127.8719,302.16,86,100,5.66,JP,1690458220
277,betio village,1.358,172.9211,299.17,77,43,4.58,KI,1690458220
278,smara,26.7384,-11.6719,303.12,29,2,9.2,EH,1690458221
279,mu'minobod,38.1085,70.0285,310.5,8,2,5.36,TJ,1690458221
280,lihue,21.9789,-159.3672,299.92,78,100,5.14,US,1690457703
281,vila velha,-20.3297,-40.2925,294.23,81,0,2.06,BR,1690458221
282,pitimbu,-7.4706,-34.8086,297.48,75,60,4.72,BR,1690458222
283,totness,5.8833,-56.3167,299.32,84,65,4.32,SR,1690458222
284,queenstown,-31.8976,26.8753,291.2,22,0,5.55,ZA,1690457773
285,jiujiang,29.7333,115.9833,302.03,75,78,2.4,CN,1690458223
286,east london,-33.0153,27.9116,293.67,60,20,4.12,ZA,1690457981
287,amarante do maranhao,-5.5667,-46.7422,301.86,35,0,3.74,BR,1690458224
288,veraval,20.9,70.3667,301.36,82,96,8.52,IN,1690458224
289,bonanza,14.0289,-84.591,294.5,98,92,0.85,NI,1690458224
290,sungai penuh,-2.0833,101.3833,292.74,99,72,0.89,ID,1690458224
291,feijo,-8.1642,-70.3536,295.42,67,15,0.8,BR,1690458225
292,pisco,-13.7,-76.2167,291.18,77,100,1.03,PE,1690458225
293,mahalapye,-23.1041,26.8142,298.57,23,0,2.4,BW,1690458148
294,leh,34.1667,77.5833,295.87,27,31,3.63,IN,1690457961
295,high springs,29.8269,-82.5968,297.8,96,85,1.82,US,1690458226
296,visakhapatnam,17.69,83.2093,303.09,74,75,9.26,IN,1690458226
297,iskateley,67.6803,53.1512,296.68,47,58,2.45,RU,1690457746
298,el oro de hidalgo,19.8,-100.1333,282.17,90,100,1.57,MX,1690458227
299,proletariy,58.4342,31.7046,295.43,56,98,1.55,RU,1690458227
300,gumdag,39.2061,54.5906,309.79,28,12,4.13,TM,1690458227
301,tierra buena,39.1488,-121.6669,294.8,73,0,4.12,US,1690458228
302,yaren,-0.5472,166.916,301.81,76,20,3.95,NR,1690458228
303,thunder bay,48.4001,-89.3168,290.14,100,75,1.54,CA,1690457966
304,la palma,33.8464,-118.0467,297.88,91,0,1.54,US,1690458234
305,mundybash,53.211,87.2983,295.5,66,94,1.73,RU,1690458234
306,kenai,60.5544,-151.2583,284.34,98,100,3.6,US,1690457606
307,ulsteinvik,62.3432,5.8487,291.99,86,100,3.13,NO,1690458234
308,bamboo flat,11.7,92.7167,303.2,74,40,6.17,IN,1690458235
309,aleksandrovsk-sakhalinskiy,50.8975,142.1561,290.54,90,69,2.28,RU,1690458235
310,williamsburg,37.2707,-76.7075,299.68,83,0,2.57,US,1690458086
311,bodo,67.28,14.405,293.17,68,40,3.09,NO,1690458236
312,great falls,47.5002,-111.3008,289.4,49,0,2.57,US,1690458236
313,new norfolk,-42.7826,147.0587,284.1,75,92,2.54,AU,1690458071
314,ust'-kut,56.7938,105.7672,293.76,82,100,0.2,RU,1690458237
315,ribeira brava,32.65,-17.0667,298.71,69,6,1.41,PT,1690458237
316,lenino,45.2986,35.7771,301.12,61,2,9.05,UA,1690458237
317,grand falls-windsor,48.9332,-55.6649,295.65,81,39,0.89,CA,1690458238
318,churapcha,62.0025,132.4325,288.44,71,83,1.17,RU,1690458238
319,nikolayevsk-on-amure,53.1406,140.73,291.82,88,23,1.39,RU,1690458238
320,hakui,36.8833,136.7833,303.23,89,1,2.28,JP,1690458239
321,wangaratta,-36.3667,146.3333,284.99,84,30,2.57,AU,1690458239
322,chegdomyn,51.1167,133.0167,293.78,72,92,1.38,RU,1690458239
323,ouadda,8.0777,22.4007,302.26,59,95,2.55,CF,1690458240
324,batie,9.8833,-2.9167,305.6,50,77,3.6,BF,1690458240
325,san luis del palmar,-27.5079,-58.5545,282.57,79,15,4.54,AR,1690458241
326,luderitz,-26.6481,15.1594,290.38,52,0,3.49,NA,1690457713
327,fuerte olimpo,-21.0415,-57.8738,292.49,80,87,1.47,PY,1690458241
328,sidareja,-7.4846,108.7923,294.06,89,84,1.04,ID,1690458242
329,timbuktu,16.7735,-3.0074,309.07,35,90,9.13,ML,1690458242
330,greymouth,-42.4667,171.2,277.1,84,1,2.93,NZ,1690458057
331,amagunze,6.3267,7.6539,303.54,70,75,4.12,NG,1690458243
332,yuzhno-kurilsk,44.0306,145.8556,292.58,95,84,0.34,RU,1690458243
333,sunne,59.8376,13.143,289.38,62,98,2.15,SE,1690458244
334,kingston,17.997,-76.7936,301.68,78,40,8.23,JM,1690457674
335,anadyr,64.75,177.4833,284.43,93,100,0.0,RU,1690457682
336,mawlamyinegyunn,16.3833,95.2667,302.0,77,61,5.61,MM,1690458245
337,kalmunai,7.4167,81.8167,303.44,67,96,4.41,LK,1690458245
338,yichang,30.7144,111.2847,299.79,86,65,1.75,CN,1690458226
339,parauapebas,-6.0675,-49.9022,300.14,60,0,0.0,BR,1690458246
340,guiuan,11.0333,125.7247,302.51,75,92,4.86,PH,1690458246
341,formosa do rio preto,-11.0483,-45.1931,298.54,49,23,3.23,BR,1690458247
342,zardob,40.2183,47.7083,310.66,25,0,3.59,AZ,1690458247
343,neryungri,56.6709,124.6491,291.57,79,92,1.04,RU,1690458248
344,tarawa,1.419,172.984,299.2,89,20,0.0,KI,1690458248
345,crane,31.3974,-102.3501,296.95,48,55,5.19,US,1690457979
346,kotma,23.2,81.9667,304.4,59,100,1.78,IN,1690458249
347,plettenberg bay,-34.0527,23.3716,289.63,68,0,3.36,ZA,1690458249
348,benguela,-12.5763,13.4055,296.39,71,22,4.18,AO,1690458249
349,burumburum,11.3911,8.7234,307.87,35,62,3.7,NG,1690458250
350,general conesa,-40.1,-64.4333,277.37,69,100,2.48,AR,1690458250
351,kapuskasing,49.4169,-82.4331,285.2,100,100,1.03,CA,1690457418
352,penukonda,14.0833,77.5833,297.0,78,100,9.45,IN,1690458251
353,tiruvannamalai,12.2167,79.0667,306.32,44,79,7.4,IN,1690458251
354,buta,2.7858,24.73,307.7,37,77,1.49,CD,1690458251
355,juneau,58.3019,-134.4197,286.71,91,75,0.0,US,1690458114
356,saipan,15.1355,145.701,301.54,100,0,4.12,MP,1690458075
357,nogliki,51.8333,143.1667,286.41,99,90,1.67,RU,1690458252
358,taroa,8.7058,171.2275,300.68,82,75,7.15,MH,1690458253
359,ciudad madero,22.2667,-97.8333,298.26,78,75,1.12,MX,1690458253
360,nadi,-17.8,177.4167,293.15,77,75,3.6,FJ,1690458253
361,tashtagol,52.7657,87.8894,294.93,68,100,1.62,RU,1690458254
362,sanming,26.2486,117.6186,299.35,85,85,3.08,CN,1690458254
363,saint-pierre,-21.3393,55.4781,295.97,64,100,5.66,RE,1690458255
364,novodvinsk,64.4165,40.8122,293.53,64,93,3.2,RU,1690458255
365,aykhal,66.0,111.5,288.6,61,100,1.86,RU,1690457655
